               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.034528,           0.0068451,           0.0012341,             0.97942,                   1,               0.995,             0.84553,            0.015301,           0.0045311,          0.00079014,           0.0023275,           0.0023275,           0.0023275
                 157,            0.024268,           0.0081552,           0.0010905,             0.97851,                   1,               0.995,               0.995,           0.0087791,           0.0045761,          0.00077687,            0.002278,            0.002278,            0.002278
                 158,            0.019352,            0.010921,           0.0014848,             0.97851,                   1,               0.995,               0.995,           0.0087791,           0.0045761,          0.00077687,           0.0022285,           0.0022285,           0.0022285
                 159,            0.024751,           0.0090727,           0.0014202,              0.9786,                   1,               0.995,               0.796,            0.014477,           0.0044971,          0.00070783,            0.002179,            0.002179,            0.002179
                 160,            0.023829,           0.0085246,           0.0011282,              0.9786,                   1,               0.995,               0.796,            0.014477,           0.0044971,          0.00070783,           0.0021295,           0.0021295,           0.0021295
                 161,            0.019361,           0.0078532,           0.0010119,             0.97799,                   1,               0.995,              0.8955,           0.0070624,           0.0046043,          0.00071948,             0.00208,             0.00208,             0.00208
                 162,            0.016716,           0.0082072,          0.00093083,             0.97799,                   1,               0.995,              0.8955,           0.0070624,           0.0046043,          0.00071948,           0.0020305,           0.0020305,           0.0020305
                 163,            0.018918,           0.0063552,           0.0011611,              0.9788,                   1,               0.995,               0.995,            0.014061,           0.0044719,           0.0007027,            0.001981,            0.001981,            0.001981
                 164,             0.02043,            0.010439,            0.001111,              0.9788,                   1,               0.995,               0.995,            0.014061,           0.0044719,           0.0007027,           0.0019315,           0.0019315,           0.0019315
                 165,            0.020564,            0.008636,          0.00099358,             0.97932,                   1,               0.995,               0.995,           0.0077509,           0.0044681,          0.00068894,            0.001882,            0.001882,            0.001882
                 166,            0.023425,           0.0070327,           0.0011434,             0.97932,                   1,               0.995,               0.995,           0.0077509,           0.0044681,          0.00068894,           0.0018325,           0.0018325,           0.0018325
                 167,            0.017883,           0.0053205,          0.00081225,             0.97946,                   1,               0.995,               0.995,            0.013423,           0.0042147,           0.0006898,            0.001783,            0.001783,            0.001783
                 168,            0.019817,           0.0077654,           0.0010579,             0.97946,                   1,               0.995,               0.995,            0.013423,           0.0042147,           0.0006898,           0.0017335,           0.0017335,           0.0017335
                 169,              0.0207,            0.011448,            0.001283,             0.98011,                   1,               0.995,              0.8955,           0.0089158,           0.0042434,          0.00066512,            0.001684,            0.001684,            0.001684
                 170,            0.027169,           0.0076373,           0.0012225,             0.98011,                   1,               0.995,              0.8955,           0.0089158,           0.0042434,          0.00066512,           0.0016345,           0.0016345,           0.0016345
                 171,            0.020047,            0.011446,           0.0010682,             0.98052,                   1,               0.995,               0.995,            0.013405,           0.0042017,          0.00063386,            0.001585,            0.001585,            0.001585
                 172,            0.024935,           0.0087856,           0.0010155,             0.98052,                   1,               0.995,               0.995,            0.013405,           0.0042017,          0.00063386,           0.0015355,           0.0015355,           0.0015355
                 173,            0.022138,           0.0067887,           0.0018152,             0.98103,                   1,               0.995,              0.8955,            0.007222,            0.004201,          0.00063156,            0.001486,            0.001486,            0.001486
                 174,            0.019086,           0.0085804,          0.00095047,             0.98103,                   1,               0.995,              0.8955,            0.007222,            0.004201,          0.00063156,           0.0014365,           0.0014365,           0.0014365
                 175,            0.019309,           0.0076709,          0.00098862,             0.98129,                   1,               0.995,               0.995,              0.0119,            0.004102,          0.00062108,            0.001387,            0.001387,            0.001387
                 176,            0.017587,           0.0083553,           0.0009777,             0.98129,                   1,               0.995,               0.995,              0.0119,            0.004102,          0.00062108,           0.0013375,           0.0013375,           0.0013375
                 177,             0.01944,            0.006204,          0.00075069,              0.9815,                   1,               0.995,             0.80215,            0.008557,           0.0041572,          0.00061362,            0.001288,            0.001288,            0.001288
                 178,            0.020188,            0.009349,           0.0010759,              0.9815,                   1,               0.995,             0.80215,            0.008557,           0.0041572,          0.00061362,           0.0012385,           0.0012385,           0.0012385
                 179,            0.024038,           0.0095554,           0.0011022,             0.98212,                   1,               0.995,               0.995,           0.0090354,           0.0040356,          0.00060288,            0.001189,            0.001189,            0.001189
                 180,            0.017332,           0.0064301,          0.00095222,             0.98212,                   1,               0.995,               0.995,           0.0090354,           0.0040356,          0.00060288,           0.0011395,           0.0011395,           0.0011395
                 181,            0.016455,            0.008021,          0.00082374,             0.98201,                   1,               0.995,             0.90778,           0.0081916,           0.0040721,          0.00059287,             0.00109,             0.00109,             0.00109
                 182,            0.015133,           0.0070441,          0.00096151,             0.98201,                   1,               0.995,             0.90778,           0.0081916,           0.0040721,          0.00059287,           0.0010405,           0.0010405,           0.0010405
                 183,             0.01635,            0.010692,          0.00088092,              0.9824,                   1,               0.995,              0.8955,             0.00639,           0.0040536,          0.00057189,            0.000991,            0.000991,            0.000991
                 184,            0.020789,           0.0072142,          0.00096474,              0.9824,                   1,               0.995,              0.8955,             0.00639,           0.0040536,          0.00057189,           0.0009415,           0.0009415,           0.0009415
                 185,            0.016253,           0.0082279,          0.00092375,             0.98268,                   1,               0.995,              0.8955,           0.0063127,             0.00397,          0.00056794,            0.000892,            0.000892,            0.000892
                 186,             0.01378,           0.0084429,          0.00089741,             0.98268,                   1,               0.995,              0.8955,           0.0063127,             0.00397,          0.00056794,           0.0008425,           0.0008425,           0.0008425
                 187,            0.019034,           0.0085681,            0.000815,             0.98301,                   1,               0.995,             0.92029,           0.0059124,           0.0039341,          0.00055586,            0.000793,            0.000793,            0.000793
                 188,            0.016038,           0.0056251,          0.00083827,             0.98301,                   1,               0.995,             0.92029,           0.0059124,           0.0039341,          0.00055586,           0.0007435,           0.0007435,           0.0007435
                 189,              0.0111,           0.0053504,          0.00083474,             0.98319,                   1,               0.995,               0.995,            0.006378,           0.0039281,          0.00054076,            0.000694,            0.000694,            0.000694
                 190,            0.016884,           0.0081764,           0.0007948,             0.98319,                   1,               0.995,               0.995,            0.006378,           0.0039281,          0.00054076,           0.0006445,           0.0006445,           0.0006445
                 191,             0.01609,           0.0081205,          0.00084429,             0.98352,                   1,               0.995,               0.995,           0.0040456,           0.0039025,          0.00052463,            0.000595,            0.000595,            0.000595
                 192,            0.013963,           0.0069262,          0.00065733,             0.98352,                   1,               0.995,               0.995,           0.0040456,           0.0039025,          0.00052463,           0.0005455,           0.0005455,           0.0005455
                 193,            0.013809,           0.0062804,          0.00084405,               0.984,                   1,               0.995,               0.995,           0.0055062,           0.0038524,          0.00051499,            0.000496,            0.000496,            0.000496
                 194,            0.021079,           0.0071192,          0.00081931,               0.984,                   1,               0.995,               0.995,           0.0055062,           0.0038524,          0.00051499,           0.0004465,           0.0004465,           0.0004465
                 195,            0.013287,           0.0067813,          0.00091415,             0.98397,                   1,               0.995,               0.995,           0.0053515,           0.0037995,           0.0005057,            0.000397,            0.000397,            0.000397
                 196,             0.01719,            0.007981,          0.00083901,             0.98397,                   1,               0.995,               0.995,           0.0053515,           0.0037995,           0.0005057,           0.0003475,           0.0003475,           0.0003475
                 197,            0.016083,           0.0057503,          0.00088443,             0.98434,                   1,               0.995,               0.995,           0.0056658,           0.0037841,          0.00049278,            0.000298,            0.000298,            0.000298
                 198,             0.01817,           0.0064929,          0.00071008,             0.98434,                   1,               0.995,               0.995,           0.0056658,           0.0037841,          0.00049278,           0.0002485,           0.0002485,           0.0002485
                 199,            0.011436,           0.0057989,          0.00062687,              0.9844,                   1,               0.995,               0.995,           0.0055576,           0.0037832,          0.00048336,            0.000199,            0.000199,            0.000199
